test_id,gene,locus,sample_1,sample_2,status,value_1,value_2
XLOC_019632,NM_001288,chr6_dbb_hap3:2983926-2989912,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019633,NM_025258,chr6_dbb_hap3:3018952-3030690,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019634,NM_006295,chr6_dbb_hap3:3030878-3049294,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019635,NM_021177,chr6_dbb_hap3:3050750-3060344,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019636,NM_005527,chr6_dbb_hap3:3062982-3068422,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019637,NM_000434,chr6_dbb_hap3:3112414-3116295,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019638,"NM_001178044,NM_001178045,NM_025257",chr6_dbb_hap3:3116555-3132405,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019639,"NM_006709,NM_025256",chr6_dbb_hap3:3133118-3151046,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019640,NM_181842,chr6_dbb_hap3:3151143-3199037,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019641,NM_002904,chr6_dbb_hap3:3205451-3223115,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019642,NR_031601,chr6_dbb_hap3:3205451-3223115,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019643,NM_005510,chr6_dbb_hap3:3223170-3234804,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019644,"NM_032470,NR_001284",chr6_dbb_hap3:3258941-3266633,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019645,"NM_019105,NM_032470",chr6_dbb_hap3:3285308-3356325,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019646,"NM_001136153,NM_004381",chr6_dbb_hap3:3362218-3375189,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019647,NM_022110,chr6_dbb_hap3:3375655-3377239,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019648,NM_030651,chr6_dbb_hap3:3395310-3398891,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019649,"NR_037169,NR_037170,NR_037171,NR_037172",chr6_dbb_hap3:3399751-3404884,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019650,NM_006781,chr6_dbb_hap3:3539721-3618578,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019651,NM_019602,chr6_dbb_hap3:3641411-3653786,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019652,NM_001198858,chr6_dbb_hap3:4006438-4013897,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019653,NM_002120,chr6_dbb_hap3:4062065-4066351,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019654,"NM_000544,NM_018833",chr6_dbb_hap3:4071135-4087923,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019655,"NM_004159,NM_148919",chr6_dbb_hap3:4089871-4103126,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019656,NM_000593,chr6_dbb_hap3:4089871-4103126,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019657,NM_002118,chr6_dbb_hap3:4183742-4190184,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019658,NM_006120,chr6_dbb_hap3:4197728-4202240,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019659,NM_002119,chr6_dbb_hap3:4253308-4258737,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019660,"NM_001242524,NM_001242525,NM_033554",chr6_dbb_hap3:4313684-4338804,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019661,"NM_001163771,NM_080679,NM_080680,NM_080681",chr6_dbb_hap3:4411775-4441552,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019662,"NM_001270401,NM_021976",chr6_dbb_hap3:4442668-4449780,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019663,NM_022553,chr6_dbb_hap3:4498632-4520984,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019664,"NM_001164267,NM_005452",chr6_dbb_hap3:4528201-4538630,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019665,"NM_001243738,NM_004761",chr6_dbb_hap3:4540756-4548491,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019666,"NM_001145338,NM_003190,NM_005453,NM_172208,NM_172209",chr6_dbb_hap3:4548797-4567043,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019667,"NM_001141969,NM_001141970,NM_001254717,NM_001350",chr6_dbb_hap3:4567657-4572120,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019668,NM_001195202,chr6_mann_hap4:307400-347917,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019669,NM_001005216,chr6_mann_hap4:383069-384005,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019670,NM_030905,chr6_mann_hap4:444716-445757,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019671,NM_030946,chr6_mann_hap4:577911-578877,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019672,NM_013936,chr6_mann_hap4:667403-668436,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019673,NM_013941,chr6_mann_hap4:710693-711732,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019674,NM_030883,chr6_mann_hap4:729196-735067,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019675,"NR_037179,NR_037180,NR_037181",chr6_mann_hap4:800156-804319,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019676,NR_003049,chr6_mann_hap4:853055-853132,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019677,NM_007160,chr6_mann_hap4:858709-859772,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019678,"NM_001008228,NM_001008229,NM_001170418,NM_002433,NM_206809,NM_206810,NM_206811,NM_206812,NM_206814",chr6_mann_hap4:927717-943106,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019679,"NM_001098478,NM_001098479,NM_018950",chr6_mann_hap4:991621-1017334,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019680,NM_001207043,chr6_mann_hap4:1059226-1065926,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019681,NM_002127,chr6_mann_hap4:1095085-1099228,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019682,NR_001434,chr6_mann_hap4:1149677-1153133,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019683,NM_001242758,chr6_mann_hap4:1202631-1206062,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019684,NR_028032,chr6_mann_hap4:1241472-1244756,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019685,NR_024240,chr6_mann_hap4:1267360-1327558,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019686,"NM_014596,NM_170783",chr6_mann_hap4:1327632-1331278,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019687,NM_021959,chr6_mann_hap4:1333523-1342221,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019688,NM_138700,chr6_mann_hap4:1453074-1465077,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019689,NM_033229,chr6_mann_hap4:1479527-1489018,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019690,NR_027822,chr6_mann_hap4:1550303-1662712,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019691,"NM_001199119,NM_001199120,NM_001199121,NM_021253,NM_024839,NM_172016",chr6_mann_hap4:1550303-1662712,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019692,NM_005516,chr6_mann_hap4:1805260-1810060,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019693,"NM_001077497,NM_025263",chr6_mann_hap4:1857226-1880545,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019694,"NM_001025091,NM_001090",chr6_mann_hap4:1887241-1907381,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019695,NR_030615,chr6_mann_hap4:1887241-1907381,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019696,NM_014046,chr6_mann_hap4:1933557-1942246,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019697,"NM_001031722,NM_001254952,NM_024909",chr6_mann_hap4:1942684-1962670,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019698,"NM_001109938,NM_001161376,NM_145029",chr6_mann_hap4:1962887-1988926,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019699,NM_178014,chr6_mann_hap4:2036250-2041289,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019700,"NM_001202521,NM_001202522,NM_001202523,NM_001954,NM_013993,NM_013994",chr6_mann_hap4:2199945-2216014,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019701,NR_039783,chr6_mann_hap4:2199945-2216014,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019702,NM_001517,chr6_mann_hap4:2224055-2229959,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019703,"NM_001167733,NM_001167734,NM_020442",chr6_mann_hap4:2230060-2242316,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019704,NM_001198815,chr6_mann_hap4:2283510-2351537,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019705,NM_001010909,chr6_mann_hap4:2283510-2351537,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019706,NR_003948,chr6_mann_hap4:2369581-2376005,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019707,NM_014068,chr6_mann_hap4:2430964-2456237,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019708,"NM_001077511,NM_007109",chr6_mann_hap4:2474680-2480336,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019709,"NM_000247,NR_036523,NR_036524",chr6_mann_hap4:2713996-2729520,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019710,NM_005931,chr6_mann_hap4:2816313-2821820,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019711,NM_001011700,chr6_mann_hap4:2839654-2857517,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019712,"NM_001144961,NM_001144962,NM_001144963,NM_005007",chr6_mann_hap4:2857519-2869496,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019713,"NM_000595,NM_001159740",chr6_mann_hap4:2882759-2884984,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019714,NM_000594,chr6_mann_hap4:2886227-2888996,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019715,"NM_001166538,NM_007161,NM_205837,NM_205838,NM_205839,NM_205840,NR_029461,NR_029462",chr6_mann_hap4:2896839-2903646,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019716,"NM_004638,NM_080686",chr6_mann_hap4:2931333-2948438,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019717,NR_002971,chr6_mann_hap4:2931333-2948438,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019718,"NM_001256169,NM_019101,NR_045828",chr6_mann_hap4:2949687-2968876,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019719,NM_001320,chr6_mann_hap4:2971895-2980733,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019720,NM_021221,chr6_mann_hap4:2981617-2983117,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019721,NM_001003693,chr6_mann_hap4:3017575-3021267,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019722,NM_021246,chr6_mann_hap4:3026025-3028470,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019723,"NM_025260,NM_138272,NM_138273,NM_138274,NM_138275,NM_138277",chr6_mann_hap4:3034009-3037375,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019724,"NM_002441,NM_025259,NM_172166",chr6_mann_hap4:3050614-3058094,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019725,"NM_000063,NM_001145903,NM_001178063,NR_073063",chr6_mann_hap4:3238323-3256269,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019726,NM_001710,chr6_mann_hap4:3256540-3261361,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019727,"NM_001204103,NM_005155,NM_030652,NM_138717,NR_037860,NR_037861",chr6_mann_hap4:3463422-3488712,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019728,NM_006913,chr6_mann_hap4:3488985-3491394,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019729,NR_044996,chr6_mann_hap4:3701121-3704304,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019730,NM_019111,chr6_mann_hap4:3749678-3754894,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019731,NM_020056,chr6_mann_hap4:4166320-4171833,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019732,"NR_037173,NR_037174,NR_037175,NR_037176",chr6_mann_hap4:4265689-4278944,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019733,NM_002800,chr6_mann_hap4:4279133-4284825,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019734,"NR_037177,NR_037178",chr6_mann_hap4:4319144-4328727,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019735,"NM_001113182,NM_001199455,NM_001199456,NM_005104,NR_037625",chr6_mann_hap4:4393663-4406503,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019736,NM_002121,chr6_mann_hap4:4489885-4515019,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019737,NR_001435,chr6_mann_hap4:4537840-4554153,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019738,"NM_001077516,NM_006979",chr6_mann_hap4:4625918-4629530,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019739,NM_014234,chr6_mann_hap4:4629729-4631928,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019740,NR_029633,chr6_mann_hap4:4632931-4633041,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019741,NM_002931,chr6_mann_hap4:4633605-4637819,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019742,NR_044997,chr6_mann_hap4:4674616-4679971,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019743,NR_033379,chr6_mann_hap4:130802-134855,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019744,NM_006510,chr6_mann_hap4:191189-195170,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019745,NM_001010877,chr6_mann_hap4:265994-276438,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019746,NM_030903,chr6_mann_hap4:307400-347917,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019747,NM_001005226,chr6_mann_hap4:357385-358491,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019748,NM_030876,chr6_mann_hap4:626453-627501,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019749,NM_030959,chr6_mann_hap4:644332-646201,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019750,NM_013937,chr6_mann_hap4:696259-698488,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019751,NM_052967,chr6_mann_hap4:757510-758647,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019752,NM_006398,chr6_mann_hap4:826390-830705,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019753,"NM_001470,NM_021903,NM_021904",chr6_mann_hap4:873028-903954,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019754,NM_001109809,chr6_mann_hap4:943125-947889,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019755,"NR_026972,NR_026973",chr6_mann_hap4:991621-1017334,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019756,NR_001590,chr6_mann_hap4:1019088-1019431,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019757,NR_002139,chr6_mann_hap4:1059226-1065926,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019758,NR_001317,chr6_mann_hap4:1186622-1187678,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019759,NR_026751,chr6_mann_hap4:1267360-1327558,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019760,"NM_025236,NM_170769",chr6_mann_hap4:1333523-1342221,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019761,NM_007028,chr6_mann_hap4:1369233-1379420,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019762,"NM_006778,NM_052828",chr6_mann_hap4:1468288-1477275,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019763,"NM_001242783,NM_003449",chr6_mann_hap4:1500730-1529767,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019764,NR_052012,chr6_mann_hap4:1550303-1662712,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019765,"NR_024052,NR_024053",chr6_mann_hap4:1550303-1662712,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019766,NM_005275,chr6_mann_hap4:1857226-1880545,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019767,"NM_002714,NR_072994",chr6_mann_hap4:1916248-1933156,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019768,"NM_001164239,NM_003587",chr6_mann_hap4:1962887-1988926,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019769,"NM_001134870,NM_133471",chr6_mann_hap4:1992261-2003768,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019770,"NM_001270707,NM_001270708,NM_001270709,NM_001270710,NM_007243,NR_073065,NR_073066,NR_073072",chr6_mann_hap4:2003919-2007293,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019771,NM_014641,chr6_mann_hap4:2015678-2033552,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019772,NM_005803,chr6_mann_hap4:2043604-2058547,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019773,NM_003897,chr6_mann_hap4:2059069-2060421,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019774,NM_205854,chr6_mann_hap4:2247207-2248033,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019775,NM_014070,chr6_mann_hap4:2427345-2428678,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019776,NM_001264,chr6_mann_hap4:2430964-2456237,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019777,NM_014069,chr6_mann_hap4:2430964-2456237,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019778,"NM_001105563,NM_001105564,NM_019052",chr6_mann_hap4:2458573-2474393,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019779,"NM_001173531,NM_002701,NM_203289",chr6_mann_hap4:2480457-2486814,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019780,NR_026816,chr6_mann_hap4:2489874-2494044,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019781,NM_002117,chr6_mann_hap4:2583420-2586798,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019782,NM_005514,chr6_mann_hap4:2668103-2671444,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019783,"NM_001204078,NM_004640,NM_080598,NM_130463,NM_138282,NR_037852,NR_037853",chr6_mann_hap4:2839654-2857517,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019784,NR_003140,chr6_mann_hap4:2839654-2857517,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019785,NR_003065,chr6_mann_hap4:2839654-2857517,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019786,"NM_002341,NM_009588",chr6_mann_hap4:2891218-2893086,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019787,"NM_001145466,NM_001145467,NM_147130",chr6_mann_hap4:2896839-2903646,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019788,"NM_001098534,NM_001199697,NM_001199698,NM_004639,NM_080702,NM_080703",chr6_mann_hap4:2949687-2968876,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019789,NM_021184,chr6_mann_hap4:2968963-2971439,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019790,"NM_001199237,NM_001199238,NM_001199239,NM_001199240,NM_033177",chr6_mann_hap4:2971895-2980733,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019791,NM_025262,chr6_mann_hap4:2987350-2991041,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019792,"NM_001177515,NM_021160,NR_033488,NR_033489",chr6_mann_hap4:2997615-3014028,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019793,NR_039789,chr6_mann_hap4:2997615-3014028,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019794,"NR_003673,NR_024541",chr6_mann_hap4:3022645-3024735,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019795,NM_025261,chr6_mann_hap4:3029313-3032400,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019796,NM_013974,chr6_mann_hap4:3037706-3040929,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019797,NM_001288,chr6_mann_hap4:3041247-3047235,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019798,NM_000434,chr6_mann_hap4:3169887-3173768,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019799,NM_019105,chr6_mann_hap4:3375418-3408829,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019800,NM_030651,chr6_mann_hap4:3458983-3462564,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019801,"NR_037169,NR_037170,NR_037171,NR_037172",chr6_mann_hap4:3463422-3488712,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019802,"NM_006411,NM_032741",chr6_mann_hap4:3463422-3488712,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019803,"NM_001136,NM_001206929,NM_001206932,NM_001206934,NM_001206936,NM_001206940,NM_001206954,NM_001206966,NM_172197,NR_038190",chr6_mann_hap4:3491568-3494923,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019804,NM_002586,chr6_mann_hap4:3495333-3500784,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019805,"NM_001276501,NM_004557,NM_022107",chr6_mann_hap4:3501363-3534689,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019806,NM_006781,chr6_mann_hap4:3603310-3682495,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019807,NM_019602,chr6_mann_hap4:3705348-3717760,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019808,NM_001198858,chr6_mann_hap4:4181069-4188528,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019809,"NM_000544,NM_018833",chr6_mann_hap4:4246805-4263744,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019810,"NM_004159,NM_148919",chr6_mann_hap4:4265689-4278944,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019811,NM_000593,chr6_mann_hap4:4265689-4278944,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019812,NM_002118,chr6_mann_hap4:4359616-4366058,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019813,NM_006120,chr6_mann_hap4:4373601-4378111,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019814,NM_002119,chr6_mann_hap4:4429150-4434580,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019815,"NM_001242524,NM_001242525,NM_033554",chr6_mann_hap4:4489885-4515019,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019816,"NM_001163771,NM_080679,NM_080680,NM_080681",chr6_mann_hap4:4587784-4617560,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019817,"NM_001270401,NM_021976",chr6_mann_hap4:4618676-4625789,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019818,NM_022553,chr6_mann_hap4:4674616-4679971,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019819,NM_001195202,chr6_mcf_hap5:307554-348067,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019820,"NM_001005216,NM_030905",chr6_mcf_hap5:383214-445896,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019821,NM_030946,chr6_mcf_hap5:578097-579063,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019822,NM_013936,chr6_mcf_hap5:667597-668630,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019823,NM_013941,chr6_mcf_hap5:710892-711931,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019824,NM_030883,chr6_mcf_hap5:729411-735281,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019825,"NR_037179,NR_037180,NR_037181",chr6_mcf_hap5:800372-804535,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019826,NR_003049,chr6_mcf_hap5:853231-853308,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019827,NM_007160,chr6_mcf_hap5:858885-859948,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019828,"NM_001008228,NM_001008229,NM_001170418,NM_002433,NM_206809,NM_206810,NM_206811,NM_206812,NM_206814",chr6_mcf_hap5:927946-943331,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019829,"NM_001098478,NM_001098479,NM_018950,NR_024240",chr6_mcf_hap5:991650-1410862,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019830,NM_001207043,chr6_mcf_hap5:991650-1410862,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019831,NM_002127,chr6_mcf_hap5:991650-1410862,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019832,"NM_001242758,NR_001434",chr6_mcf_hap5:991650-1410862,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019833,NR_028032,chr6_mcf_hap5:991650-1410862,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019834,"NM_014596,NM_170783",chr6_mcf_hap5:1410936-1414584,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019835,NM_021959,chr6_mcf_hap5:1416829-1425526,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019836,NM_138700,chr6_mcf_hap5:1486406-1498402,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019837,NM_033229,chr6_mcf_hap5:1512863-1522354,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019838,NM_005516,chr6_mcf_hap5:1839046-1843846,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019839,"NM_001077497,NM_025263",chr6_mcf_hap5:1891008-1914327,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019840,"NM_001025091,NM_001090",chr6_mcf_hap5:1921023-1941163,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019841,NR_030615,chr6_mcf_hap5:1921023-1941163,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019842,NM_014046,chr6_mcf_hap5:1967341-1976030,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019843,"NM_001031722,NM_001254952,NM_024909",chr6_mcf_hap5:1976468-1996456,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019844,"NM_001109938,NM_001161376,NM_145029",chr6_mcf_hap5:1996673-2022715,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019845,NM_178014,chr6_mcf_hap5:2070039-2075078,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019846,"NM_001202523,NM_001954,NM_013993",chr6_mcf_hap5:2233817-2241824,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019847,NR_039783,chr6_mcf_hap5:2233817-2241824,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019848,NM_001517,chr6_mcf_hap5:2257931-2263835,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019849,"NM_001167733,NM_001167734,NM_020442",chr6_mcf_hap5:2263936-2276199,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019850,NM_080870,chr6_mcf_hap5:2290717-2300850,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019851,NM_001010909,chr6_mcf_hap5:2333430-2339626,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019852,NM_001198815,chr6_mcf_hap5:2355675-2385126,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019853,NR_003948,chr6_mcf_hap5:2403159-2409579,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019854,NM_014068,chr6_mcf_hap5:2464532-2489814,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019855,"NM_001077511,NM_007109",chr6_mcf_hap5:2508259-2513915,Media_Only,Chemical_B,NOTEST,0,0
XLOC_019856,NR_026791,chr6_mcf_hap5:2547502-2553759,Media_Only,Chemical_B,NOTEST,0,0
