test_id,gene,locus,sample_1,sample_2,status,value_1,value_2,p_value,q_value,significant
XLOC_012660,NM_001008910,chr2:220110191-220136910,Media_Only,Chemical_A+B,OK,13.3916,15.9452,0.398,0.535533,no
XLOC_009983,"NM_001013839,NM_001145297,NM_001145298,NM_001145299,NM_015219",chr17:74075262-74099868,Media_Only,Chemical_A+B,OK,23.3361,27.7846,0.05575,0.120958,no
XLOC_017417,NM_001001669,chr5:148961134-149014527,Media_Only,Chemical_A+B,OK,5.74015,6.83438,0.04585,0.103707,no
XLOC_022907,"NM_016548,NM_177937",chr9:88641057-88715116,Media_Only,Chemical_A+B,OK,53.8449,64.1092,0.0431,0.0990625,no
XLOC_000338,"NM_001270459,NM_001270460,NM_001270461,NM_001270462,NM_001270463,NM_001270464,NM_001270465,NM_001270466,NM_006279,NM_174963,NM_174964,NM_174965,NM_174966,NM_174967,NM_174968,NM_174969,NM_174970,NM_174971",chr1:44173203-44396837,Media_Only,Chemical_A+B,OK,3.8282,4.55795,0.0773,0.15635,no
XLOC_012180,"NM_001127397,NM_001127398,NM_015701",chr2:53897116-54087170,Media_Only,Chemical_A+B,OK,26.2174,31.213,0.06205,0.131836,no
XLOC_023274,NR_026551,chrX:15693038-15721474,Media_Only,Chemical_A+B,OK,3.95491,4.70843,0.1674,0.282855,no
XLOC_010558,"NM_001190791,NM_020933",chr19:9251055-9274091,Media_Only,Chemical_A+B,OK,7.35044,8.74991,0.04565,0.103389,no
XLOC_017505,"NM_001006616,NM_012171,NM_130465",chr5:176074387-176086059,Media_Only,Chemical_A+B,OK,16.7318,19.917,0.0414,0.095994,no
XLOC_006013,"NM_001141968,NM_001271850,NM_130785,NM_199254",chr13:19997018-20135714,Media_Only,Chemical_A+B,NOTEST,0.0199687,0.0237694,1,1,no
XLOC_010752,NM_001105570,chr19:33182866-33204702,Media_Only,Chemical_A+B,OK,3.22205,3.83531,0.08555,0.168919,no
XLOC_010782,"NM_001199216,NM_002361,NM_080600",chr19:35782988-35804709,Media_Only,Chemical_A+B,NOTEST,0.00381036,0.00453536,1,1,no
XLOC_015968,NM_016216,chr3:137879829-137893791,Media_Only,Chemical_A+B,OK,4.62952,5.51013,0.0673,0.140359,no
XLOC_001235,NM_015557,chr1:6161846-6240194,Media_Only,Chemical_A+B,NOTEST,0.00930341,0.0110727,1,1,no
XLOC_003141,"NM_001271816,NM_014881",chr10:115594482-115614163,Media_Only,Chemical_A+B,OK,5.85746,6.97127,0.05055,0.112137,no
XLOC_013226,NM_014168,chr2:170655321-170681353,Media_Only,Chemical_A+B,OK,32.3068,38.4477,0.30305,0.438911,no
XLOC_015229,NM_017819,chr3:101280679-101285290,Media_Only,Chemical_A+B,OK,11.4523,13.628,0.0561,0.121528,no
XLOC_007883,"NM_001145815,NM_015944",chr16:2570362-2581409,Media_Only,Chemical_A+B,OK,11.8682,14.1224,0.08385,0.166292,no
XLOC_021289,NM_005000,chr7:123181082-123197958,Media_Only,Chemical_A+B,OK,41.8007,49.7309,0.04185,0.096812,no
XLOC_018907,"NM_001013732,NM_207499",chr6:47845763-48036425,Media_Only,Chemical_A+B,OK,0.291594,0.346821,0.33595,0.472377,no
XLOC_006435,NM_001037162,chr14:74083547-74086592,Media_Only,Chemical_A+B,OK,0.92117,1.09558,0.36235,0.499422,no
XLOC_006434,NM_152331,chr14:74058409-74062470,Media_Only,Chemical_A+B,OK,13.01,15.4727,0.05995,0.128451,no
XLOC_014734,"NM_022081,NM_152841",chr22:26846848-26879829,Media_Only,Chemical_A+B,OK,5.76534,6.85661,0.0492,0.10963,no
XLOC_023077,NM_012098,chr9:129677052-129985445,Media_Only,Chemical_A+B,OK,2.10585,2.50421,0.3594,0.496682,no
XLOC_011794,NM_007059,chr19:47978399-47987521,Media_Only,Chemical_A+B,OK,5.38731,6.40609,0.0907,0.176636,no
XLOC_007270,"NM_001184779,NM_001184780,NM_024505,NM_145658",chr15:69116302-69564544,Media_Only,Chemical_A+B,OK,0.501902,0.596764,0.85045,0.903043,no
XLOC_021153,NM_006980,chr7:91502020-91510016,Media_Only,Chemical_A+B,OK,5.01047,5.95727,0.0776,0.15682,no
XLOC_005257,"NM_004244,NM_203416",chr12:7623411-7656414,Media_Only,Chemical_A+B,OK,9.92083,11.7953,0.04365,0.0999969,no
XLOC_023464,"NM_001145408,NM_001145409,NM_001145410,NM_007363",chrX:70430034-70948962,Media_Only,Chemical_A+B,OK,75.2244,89.4368,0.2644,0.396082,no
XLOC_015313,NM_015720,chr3:127348001-127391653,Media_Only,Chemical_A+B,OK,1.14815,1.36491,0.19505,0.3179,no
XLOC_021369,NR_015421,chr7:143509060-143533810,Media_Only,Chemical_A+B,OK,5.14679,6.1183,0.07465,0.152182,no
XLOC_004393,"NM_001040118,NM_001135190,NM_015242",chr11:72396113-72463434,Media_Only,Chemical_A+B,OK,18.872,22.4333,0.04255,0.0981219,no
XLOC_023787,NM_001412,chrX:20142635-20159966,Media_Only,Chemical_A+B,OK,35.3013,41.9609,0.04495,0.102186,no
XLOC_014693,"NM_002650,NM_058004",chr22:21061978-21213100,Media_Only,Chemical_A+B,OK,10.9475,13.0116,0.58815,0.708502,no
XLOC_013853,NM_021156,chr20:7961715-8000393,Media_Only,Chemical_A+B,OK,22.7799,27.0744,0.0432,0.0992596,no
XLOC_023293,NM_000444,chrX:22050920-22266478,Media_Only,Chemical_A+B,OK,0.275935,0.327942,0.3521,0.489213,no
XLOC_023290,NM_015884,chrX:21857655-21903541,Media_Only,Chemical_A+B,OK,9.62433,11.4381,0.05555,0.120618,no
XLOC_023853,"NM_001029896,NM_007075",chrX:48932091-48958059,Media_Only,Chemical_A+B,OK,33.3118,39.5894,0.04305,0.0989802,no
XLOC_008475,NM_024675,chr16:23614482-23652678,Media_Only,Chemical_A+B,OK,3.49348,4.15177,0.06855,0.142328,no
XLOC_004907,NM_152637,chr12:56075329-56106089,Media_Only,Chemical_A+B,OK,45.3266,53.8672,0.1276,0.23002,no
XLOC_020710,"NM_018412,NM_021908",chr7:116592500-116870075,Media_Only,Chemical_A+B,OK,11.5284,13.6995,0.06885,0.142908,no
XLOC_004921,NM_032786,chr12:56512029-56516278,Media_Only,Chemical_A+B,OK,2.81603,3.34634,0.117,0.214603,no
XLOC_023350,"NM_001170460,NM_006201,NM_033018",chrX:47077527-47089394,Media_Only,Chemical_A+B,OK,16.0238,19.0414,0.047,0.105725,no
XLOC_012723,NM_014521,chr2:235860627-235964358,Media_Only,Chemical_A+B,OK,20.8541,24.7806,0.0414,0.095994,no
XLOC_012235,"NM_001130455,NM_001130976,NM_001130977,NM_001130978,NM_001130979,NM_001130980,NM_001130981,NM_001130982,NM_001130983,NM_001130984,NM_001130985,NM_001130986,NM_001130987,NM_003494",chr2:71680752-71913893,Media_Only,Chemical_A+B,OK,17.3099,20.5685,0.0475,0.106523,no
XLOC_003531,NM_024092,chr11:60681370-60690915,Media_Only,Chemical_A+B,OK,25.0348,29.7471,0.04445,0.101347,no
XLOC_013927,"NM_031231,NM_031232",chr20:32244892-32262264,Media_Only,Chemical_A+B,OK,7.93285,9.42601,0.0838,0.166241,no
XLOC_010182,NM_002647,chr18:39535198-39661446,Media_Only,Chemical_A+B,OK,9.99425,11.8746,0.04895,0.109161,no
XLOC_008124,NM_005949,chr16:56691854-56693215,Media_Only,Chemical_A+B,OK,460.6,547.23,0.0429,0.0987167,no
XLOC_013503,"NM_001267623,NM_033453,NM_181493",chr20:3189513-3204516,Media_Only,Chemical_A+B,OK,30.4026,36.1189,0.0507,0.112344,no
XLOC_013511,"NM_001270691,NM_175839,NM_175840,NM_175841,NM_175842",chr20:4129425-4168394,Media_Only,Chemical_A+B,OK,21.7047,25.7848,0.0463,0.104488,no
XLOC_009290,NM_001080419,chr17:73780919-73821886,Media_Only,Chemical_A+B,OK,8.97696,10.6637,0.12295,0.223312,no
XLOC_023557,"NM_052936,NM_178270",chrX:107334898-107397901,Media_Only,Chemical_A+B,OK,14.3245,17.0134,0.0477,0.106886,no
XLOC_006983,"NM_001015048,NM_001015049,NM_004873",chr14:104022880-104029151,Media_Only,Chemical_A+B,OK,7.49618,8.90309,0.04625,0.104443,no
XLOC_015455,NM_016331,chr3:179041550-179053320,Media_Only,Chemical_A+B,OK,6.15071,7.30459,0.06435,0.13575,no
XLOC_008752,NM_002945,chr17:1733272-1802848,Media_Only,Chemical_A+B,OK,11.8941,14.125,0.04535,0.10291,no
XLOC_009420,"NM_001165417,NM_001165418,NM_003562",chr17:4840425-4843462,Media_Only,Chemical_A+B,OK,26.2579,31.1788,0.0481,0.107644,no
XLOC_022162,"NM_001242463,NM_058229,NM_148177",chr8:124510126-124553493,Media_Only,Chemical_A+B,OK,0.688243,0.817175,0.1326,0.236889,no
XLOC_009745,NM_012232,chr17:40554466-40575338,Media_Only,Chemical_A+B,OK,21.6904,25.7505,0.04255,0.0981219,no
XLOC_013093,"NM_144710,NM_178584",chr2:110300373-110371783,Media_Only,Chemical_A+B,OK,34.3076,40.7276,0.04415,0.100844,no
XLOC_016296,NM_006345,chr4:41992522-42089551,Media_Only,Chemical_A+B,OK,21.4743,25.4927,0.04345,0.0996861,no
XLOC_013665,"NM_001098796,NM_001098797,NM_001098798,NM_032883",chr20:42543491-42698254,Media_Only,Chemical_A+B,OK,0.452329,0.536943,0.28325,0.416817,no
XLOC_004507,NM_152434,chr11:107197071-107328572,Media_Only,Chemical_A+B,OK,2.68915,3.19199,0.08915,0.174544,no
XLOC_019142,NM_024518,chr6:150385742-150390202,Media_Only,Chemical_A+B,OK,2.54792,3.02434,0.24865,0.378404,no
XLOC_016096,"NM_001243879,NM_004593",chr3:185632357-185655924,Media_Only,Chemical_A+B,OK,15.0235,17.8307,0.04365,0.0999969,no
XLOC_019147,"NM_001114184,NM_019041",chr6:153308399-153323925,Media_Only,Chemical_A+B,OK,10.1866,12.0898,0.04725,0.106099,no
XLOC_004540,"NM_001159736,NM_032725",chr11:116618885-116643714,Media_Only,Chemical_A+B,OK,6.4963,7.70876,0.06835,0.141997,no
XLOC_020361,"NM_006908,NM_018890",chr7:6414125-6443598,Media_Only,Chemical_A+B,OK,108.765,129.063,0.0504,0.111822,no
XLOC_010345,"NM_001001935,NM_001001937,NM_001257334,NM_001257335,NM_004046",chr18:43664109-43684199,Media_Only,Chemical_A+B,OK,201.661,239.282,0.06275,0.132979,no
XLOC_022057,NM_018440,chr8:81880045-82024303,Media_Only,Chemical_A+B,OK,7.23514,8.58488,0.04955,0.110217,no
XLOC_022214,"NM_001258446,NM_001258447,NM_052963",chr8:144391496-144442147,Media_Only,Chemical_A+B,OK,11.568,13.7248,0.05565,0.120797,no
XLOC_006731,"NM_001014842,NM_006405",chr14:24658352-24664882,Media_Only,Chemical_A+B,OK,29.6484,35.1747,0.04305,0.0989802,no
XLOC_011817,"NM_001164773,NM_001190",chr19:49298318-49314320,Media_Only,Chemical_A+B,OK,5.45321,6.46935,0.09995,0.190316,no
XLOC_002052,NM_004673,chr1:178694299-178889237,Media_Only,Chemical_A+B,OK,2.28185,2.70652,0.41815,0.554141,no
XLOC_022123,"NM_001135699,NM_001135700,NM_001135701,NM_001135702,NM_003406,NM_145690",chr8:101930803-101965623,Media_Only,Chemical_A+B,OK,161.593,191.654,0.0676,0.14088,no
XLOC_006299,"NM_001002000,NM_001002001,NM_001002002,NM_016576",chr14:24701647-24708447,Media_Only,Chemical_A+B,OK,38.0155,45.0854,0.0453,0.102847,no
XLOC_005335,NM_004447,chr12:15773074-15942510,Media_Only,Chemical_A+B,OK,25.301,30.0062,0.04555,0.103213,no
XLOC_020778,"NM_003852,NM_015905",chr7:138145078-138270332,Media_Only,Chemical_A+B,OK,11.629,13.7915,0.04625,0.104443,no
XLOC_017360,NM_017706,chr5:140044383-140053171,Media_Only,Chemical_A+B,OK,12.6615,15.0156,0.0705,0.145639,no
XLOC_015678,NM_001031703,chr3:47537129-47555199,Media_Only,Chemical_A+B,OK,16.554,19.6306,0.06015,0.128761,no
XLOC_004795,"NM_001003398,NM_001714",chr12:32260184-32531141,Media_Only,Chemical_A+B,OK,0.470376,0.557744,0.237,0.365867,no
XLOC_018594,"NM_007045,NM_194429",chr6:167412815-167454066,Media_Only,Chemical_A+B,OK,13.1568,15.6005,0.05635,0.121899,no
XLOC_003893,NM_022370,chr11:124735304-124751370,Media_Only,Chemical_A+B,OK,1.39654,1.65571,0.1127,0.208416,no
XLOC_001290,NM_024758,chr1:15853351-15911605,Media_Only,Chemical_A+B,OK,23.3668,27.7029,0.1175,0.21535,no
XLOC_007107,"NM_001130414,NM_005503",chr15:29213839-29410516,Media_Only,Chemical_A+B,NOTEST,0.222442,0.26372,1,1,no
XLOC_021549,NM_007198,chr8:37620100-37637286,Media_Only,Chemical_A+B,OK,30.0912,35.6746,0.04455,0.101425,no
XLOC_022435,NM_001012267,chr9:95059639-95432547,Media_Only,Chemical_A+B,OK,0.795706,0.943323,0.7106,0.804692,no
XLOC_018558,NM_024573,chr6:151773421-151791232,Media_Only,Chemical_A+B,OK,27.6232,32.7447,0.0425,0.0980878,no
XLOC_020690,"NM_001244262,NM_012257",chr7:106809405-107218968,Media_Only,Chemical_A+B,OK,33.9976,40.3009,0.0961,0.184777,no
XLOC_018385,NR_040671,chr6:79910961-79946517,Media_Only,Chemical_A+B,OK,0.569391,0.67494,0.6935,0.792191,no
XLOC_018168,"NM_001199119,NM_001199120,NM_001199121,NM_021253,NM_024839,NM_172016",chr6:30201815-30314635,Media_Only,Chemical_A+B,OK,24.2959,28.7985,0.3545,0.491274,no
XLOC_009165,NM_018346,chr17:48556189-48563336,Media_Only,Chemical_A+B,OK,11.09,13.1448,0.051,0.112919,no
XLOC_022576,NM_001261,chr9:130548304-130553052,Media_Only,Chemical_A+B,OK,26.3174,31.1868,0.04705,0.105787,no
XLOC_007781,"NM_001267580,NM_003981,NM_199413",chr15:91509267-91537881,Media_Only,Chemical_A+B,OK,1.19087,1.41115,0.1629,0.277133,no
XLOC_009732,NM_052935,chr17:39981333-39992523,Media_Only,Chemical_A+B,OK,18.0497,21.3835,0.0615,0.131027,no
XLOC_000744,NM_001826,chr1:154947117-154951725,Media_Only,Chemical_A+B,OK,27.4251,32.4872,0.0647,0.136283,no
XLOC_006966,"NM_022898,NM_138576",chr14:99635624-99737822,Media_Only,Chemical_A+B,NOTEST,0.0220523,0.0261222,1,1,no
XLOC_018659,NM_001080480,chr6:20099915-20212695,Media_Only,Chemical_A+B,OK,2.50506,2.96737,0.0825,0.164176,no
XLOC_000668,NM_016074,chr1:149871154-149872348,Media_Only,Chemical_A+B,OK,12.9857,15.3822,0.09555,0.183973,no
XLOC_016731,NM_152995,chr4:47849257-47916633,Media_Only,Chemical_A+B,OK,3.17136,3.75662,0.0806,0.161362,no
XLOC_006207,NM_138779,chr13:103418462-103426149,Media_Only,Chemical_A+B,OK,11.9286,14.1299,0.07985,0.160275,no
XLOC_011264,NM_194460,chr19:647525-663233,Media_Only,Chemical_A+B,OK,19.4955,23.0922,0.05415,0.118186,no
XLOC_012157,"NM_001193464,NM_015522,NM_016008",chr2:44001177-44037149,Media_Only,Chemical_A+B,OK,11.1846,13.2474,0.0766,0.155317,no
XLOC_015521,"NM_015560,NM_130831,NM_130832,NM_130833,NM_130834,NM_130835,NM_130836,NM_130837",chr3:193310932-193415600,Media_Only,Chemical_A+B,OK,13.1869,15.6188,0.0471,0.105848,no
XLOC_015753,NM_025222,chr3:52288437-52312659,Media_Only,Chemical_A+B,OK,17.4718,20.6937,0.04615,0.104251,no
XLOC_021191,NM_145111,chr7:99143922-99149757,Media_Only,Chemical_A+B,OK,2.35978,2.79484,0.12545,0.226848,no
XLOC_001510,"NM_001166588,NM_001261418,NM_020365",chr1:45316193-45452394,Media_Only,Chemical_A+B,OK,11.6967,13.8517,0.0707,0.145922,no
XLOC_005606,NM_005447,chr12:86198330-86230318,Media_Only,Chemical_A+B,NOTEST,0.0434912,0.0514969,1,1,no
XLOC_006402,"NM_004480,NM_178155,NM_178156",chr14:65877309-66210839,Media_Only,Chemical_A+B,OK,0.86548,1.02478,0.17445,0.291832,no
XLOC_016463,"NM_018983,NM_032993",chr4:110736665-110745893,Media_Only,Chemical_A+B,OK,9.75329,11.5484,0.09365,0.18109,no
XLOC_003170,NM_024942,chr10:124690418-124713919,Media_Only,Chemical_A+B,OK,2.35376,2.78696,0.1085,0.202557,no
XLOC_009514,"NM_001135036,NM_001204477,NM_001204478,NM_145301",chr17:15339331-15466945,Media_Only,Chemical_A+B,OK,2.66943,3.16073,0.13365,0.238246,no
XLOC_006660,NM_033271,chr14:105675622-105864484,Media_Only,Chemical_A+B,OK,12.5738,14.8878,0.3129,0.449302,no
XLOC_017310,NM_003060,chr5:131630144-131731306,Media_Only,Chemical_A+B,OK,8.78242,10.3985,0.0681,0.14171,no
XLOC_008628,"NM_001243650,NM_030819",chr16:67708435-67753273,Media_Only,Chemical_A+B,OK,23.3224,27.6134,0.07055,0.145677,no
XLOC_021735,NM_018024,chr8:124428964-124454260,Media_Only,Chemical_A+B,OK,2.98944,3.53901,0.1728,0.289697,no
XLOC_020880,NR_024119,chr7:156333184-156333795,Media_Only,Chemical_A+B,NOTEST,0.0594324,0.0703578,1,1,no
XLOC_017319,NM_002154,chr5:132387661-132440709,Media_Only,Chemical_A+B,OK,33.5956,39.7702,0.0496,0.110293,no
XLOC_005714,"NM_001146698,NM_001146699,NM_016196",chr12:114254542-114404176,Media_Only,Chemical_A+B,OK,8.3487,9.88284,0.0563,0.121829,no
XLOC_005116,"NM_001159727,NM_173542",chr12:113796370-113827458,Media_Only,Chemical_A+B,OK,27.441,32.4828,0.04875,0.108819,no
XLOC_007745,"NM_004839,NM_199330",chr15:83517728-83621476,Media_Only,Chemical_A+B,OK,17.7309,20.9884,0.054,0.11795,no
XLOC_004962,NM_013254,chr12:64845839-64895899,Media_Only,Chemical_A+B,OK,15.5566,18.4144,0.0488,0.108913,no
XLOC_014502,"NM_001204204,NM_012429,NM_033382",chr22:30792929-30821291,Media_Only,Chemical_A+B,OK,33.3743,39.5037,0.08845,0.173392,no
XLOC_016878,"NM_001142471,NM_020395",chr4:106603784-106629881,Media_Only,Chemical_A+B,OK,13.8339,16.3743,0.0643,0.135666,no
XLOC_009846,NR_038439,chr17:48633567-48704832,Media_Only,Chemical_A+B,NOTEST,0.0159451,0.0188732,1,1,no
XLOC_000918,NM_016545,chr1:181057637-181059979,Media_Only,Chemical_A+B,OK,12.4542,14.74,0.0574,0.12394,no
XLOC_022011,NM_003878,chr8:63927638-63951610,Media_Only,Chemical_A+B,OK,90.8748,107.549,0.04805,0.107549,no
XLOC_003909,NM_014026,chr11:126173646-126225482,Media_Only,Chemical_A+B,OK,14.8302,17.5493,0.06675,0.139588,no
XLOC_001370,"NM_001145454,NM_005563,NM_203399,NM_203401",chr1:26210676-26233368,Media_Only,Chemical_A+B,OK,4.54923,5.3833,0.4645,0.600327,no
XLOC_011005,"NM_004324,NM_138761,NM_138763,NM_138764",chr19:49458116-49465055,Media_Only,Chemical_A+B,OK,76.9916,91.1073,0.05335,0.116842,no
XLOC_010357,"NM_001190821,NM_001190822,NM_001190823,NM_005904",chr18:46446222-46477081,Media_Only,Chemical_A+B,OK,15.7035,18.5814,0.05565,0.120797,no
XLOC_020924,"NM_001142936,NM_139179",chr7:6448746-6487643,Media_Only,Chemical_A+B,OK,9.14319,10.8181,0.05415,0.118186,no
XLOC_004213,"NM_004223,NM_198183",chr11:57319127-57335803,Media_Only,Chemical_A+B,OK,48.6518,57.5592,0.04695,0.105681,no
XLOC_007602,NM_001110,chr15:58888509-59042177,Media_Only,Chemical_A+B,OK,29.5987,35.0175,0.0458,0.103628,no
XLOC_001700,"NM_001201546,NM_001201547,NM_001201548,NM_001201549,NM_004696",chr1:110905472-110933704,Media_Only,Chemical_A+B,OK,14.7998,17.5079,0.0526,0.1158,no
XLOC_006730,NM_024658,chr14:24641233-24658124,Media_Only,Chemical_A+B,OK,8.1838,9.68057,0.08435,0.166928,no
XLOC_021298,NM_024523,chr7:127220681-127225654,Media_Only,Chemical_A+B,OK,7.43186,8.79041,0.0519,0.114548,no
XLOC_002489,"NM_001256910,NM_004728",chr10:70715878-70744825,Media_Only,Chemical_A+B,OK,20.3087,24.0185,0.05175,0.114253,no
XLOC_004737,"NM_016355,NM_201224",chr12:12966279-12982915,Media_Only,Chemical_A+B,OK,27.5949,32.635,0.0477,0.106886,no
XLOC_016487,"NM_001034194,NM_005033",chr4:122722471-122745088,Media_Only,Chemical_A+B,OK,8.62121,10.1957,0.09985,0.190177,no
XLOC_010037,NM_001039842,chr17:79632065-79633618,Media_Only,Chemical_A+B,OK,12.5435,14.8342,0.1274,0.229719,no
XLOC_015705,"NM_001272073,NM_005051",chr3:49133364-49142562,Media_Only,Chemical_A+B,OK,38.6127,45.6613,0.04935,0.109912,no
XLOC_011223,NM_001023561,chr19:57946692-57957191,Media_Only,Chemical_A+B,OK,0.831481,0.983198,0.2121,0.338099,no
XLOC_015148,"NM_006254,NM_212539",chr3:53195222-53226733,Media_Only,Chemical_A+B,OK,6.23328,7.37024,0.068,0.141544,no
XLOC_009557,NM_003876,chr17:21101262-21117908,Media_Only,Chemical_A+B,OK,11.7139,13.8505,0.0724,0.148682,no
XLOC_002075,"NM_001202423,NM_030934",chr1:185087217-185260913,Media_Only,Chemical_A+B,OK,6.32354,7.47694,0.094,0.181641,no
XLOC_013836,NM_001810,chr20:3764497-3767337,Media_Only,Chemical_A+B,OK,17.6067,20.8176,0.0514,0.113661,no
XLOC_005683,"NM_001001655,NM_001145374,NM_001145375,NM_001205179,NM_001205180",chr12:109525992-109531293,Media_Only,Chemical_A+B,OK,9.21722,10.898,0.1025,0.194005,no
XLOC_004361,NM_005995,chr11:67398773-67407031,Media_Only,Chemical_A+B,OK,0.561983,0.664453,0.3592,0.496455,no
XLOC_023465,NM_012278,chrX:70430034-70948962,Media_Only,Chemical_A+B,NOTEST,0.247502,0.292595,1,1,no
XLOC_020738,"NM_001130674,NM_001199671,NM_001199672,NM_001199673,NM_001199674,NM_001219",chr7:128379345-128415844,Media_Only,Chemical_A+B,OK,26.8675,31.7615,0.05315,0.116495,no
XLOC_006429,"NM_000021,NM_007318",chr14:73603142-73690399,Media_Only,Chemical_A+B,OK,16.9925,20.084,0.0515,0.113827,no
XLOC_022784,NM_018225,chr9:33041849-33076714,Media_Only,Chemical_A+B,OK,8.38565,9.91044,0.0487,0.108742,no
XLOC_004215,NM_153450,chr11:57471186-57479673,Media_Only,Chemical_A+B,OK,4.88362,5.77122,0.11695,0.214567,no
XLOC_009085,NM_173079,chr17:41132581-41145707,Media_Only,Chemical_A+B,OK,3.97702,4.6996,0.07425,0.151588,no
XLOC_015839,NR_046683,chr3:98433176-98514689,Media_Only,Chemical_A+B,OK,0.567056,0.670061,0.82965,0.888615,no
XLOC_017774,"NM_001164468,NM_001164469,NM_021649,NM_181836",chr5:114914338-114961876,Media_Only,Chemical_A+B,OK,42.2325,49.9018,0.05105,0.112994,no
XLOC_021025,"NM_001099858,NM_024054",chr7:42948871-42951689,Media_Only,Chemical_A+B,OK,7.15277,8.45095,0.08015,0.160784,no
XLOC_011790,"NM_001127240,NM_001127241,NM_001127242,NM_014417",chr19:47724078-47736023,Media_Only,Chemical_A+B,OK,7.62385,9.00703,0.0895,0.175057,no
XLOC_002790,"NM_001242307,NM_001242309,NM_014889",chr10:3179918-3215033,Media_Only,Chemical_A+B,OK,30.2087,35.6881,0.0624,0.132398,no
XLOC_001671,NM_194292,chr1:100549101-100598511,Media_Only,Chemical_A+B,OK,0.949645,1.12178,0.18175,0.300866,no
XLOC_007704,"NM_000126,NM_001127716",chr15:76508628-76603810,Media_Only,Chemical_A+B,OK,265.214,313.245,0.07005,0.144945,no
XLOC_014752,"NM_001002877,NM_001002878,NM_001002879,NM_003678",chr22:29904155-29949736,Media_Only,Chemical_A+B,OK,9.65713,11.4046,0.06105,0.130267,no
XLOC_023535,"NM_001006935,NM_001006937,NM_024863",chrX:102840418-102842655,Media_Only,Chemical_A+B,OK,30.2543,35.7274,0.0557,0.120868,no
XLOC_013516,NM_003818,chr20:5107406-5178533,Media_Only,Chemical_A+B,OK,7.77763,9.1842,0.04925,0.109724,no
XLOC_015096,NM_006321,chr3:48955220-49022971,Media_Only,Chemical_A+B,OK,13.6736,16.1447,0.05425,0.118367,no
XLOC_018036,NM_004271,chr6:6346697-6655216,Media_Only,Chemical_A+B,OK,0.445063,0.525484,0.5965,0.71553,no
XLOC_015956,NM_007027,chr3:133319448-133380737,Media_Only,Chemical_A+B,OK,4.74822,5.60599,0.0628,0.133044,no
XLOC_009162,NM_022167,chr17:48423392-48438512,Media_Only,Chemical_A+B,OK,7.64065,9.0197,0.06185,0.131511,no
XLOC_001221,NR_026927,chr1:2481358-2484284,Media_Only,Chemical_A+B,OK,4.52466,5.34106,0.0903,0.176127,no
XLOC_017705,NM_018268,chr5:76728068-76788332,Media_Only,Chemical_A+B,OK,12.7715,15.0755,0.056,0.121368,no
XLOC_008165,"NM_001755,NM_022845",chr16:67063049-67134958,Media_Only,Chemical_A+B,OK,10.558,12.4617,0.05895,0.126737,no
XLOC_012646,"NM_001271634,NM_001271635,NM_005444",chr2:219433302-219461158,Media_Only,Chemical_A+B,OK,13.2648,15.6562,0.07585,0.154177,no
XLOC_014437,"NM_001256355,NM_001256356,NM_003347",chr22:21899957-21978323,Media_Only,Chemical_A+B,OK,27.349,32.2784,0.0538,0.11768,no
XLOC_015606,NM_024697,chr3:21462489-21792816,Media_Only,Chemical_A+B,NOTEST,0.179735,0.212128,1,1,no
XLOC_011611,"NM_001173514,NM_001173515,NM_003332,NM_198125",chr19:36395302-36399211,Media_Only,Chemical_A+B,OK,9.81691,11.5855,0.1615,0.275289,no
XLOC_005133,NM_012240,chr12:120740123-120751045,Media_Only,Chemical_A+B,OK,2.64134,3.11717,0.20385,0.328403,no
XLOC_013917,"NM_001012644,NM_080611,NM_177991",chr20:30448869-30458479,Media_Only,Chemical_A+B,NOTEST,0.209121,0.246785,1,1,no
XLOC_002416,NM_018590,chr10:43633892-43680754,Media_Only,Chemical_A+B,OK,5.95057,7.02156,0.06625,0.138792,no
XLOC_014302,NR_038974,chr21:34637936-34638565,Media_Only,Chemical_A+B,OK,2.10173,2.47992,0.4258,0.561729,no
XLOC_012262,NM_014763,chr2:75873908-75889334,Media_Only,Chemical_A+B,OK,9.36159,11.046,0.05175,0.114253,no
XLOC_022902,NM_032307,chr9:86553226-86571663,Media_Only,Chemical_A+B,OK,11.0581,13.047,0.0624,0.132398,no
XLOC_008131,"NM_001010989,NM_001010990,NM_001272103,NM_014685",chr16:56965747-56977793,Media_Only,Chemical_A+B,OK,84.3074,99.4707,0.05855,0.125994,no
XLOC_000957,NM_133494,chr1:198126107-198291548,Media_Only,Chemical_A+B,OK,12.0159,14.177,0.05295,0.11624,no
XLOC_016661,"NM_001134647,NM_198595",chr4:7755816-7941653,Media_Only,Chemical_A+B,OK,0.825049,0.973438,0.1301,0.23344,no
XLOC_000482,NM_025065,chr1:84944919-84972262,Media_Only,Chemical_A+B,OK,15.4545,18.234,0.30115,0.436794,no
XLOC_000164,"NM_001039802,NM_001791,NM_044472",chr1:22379119-22419436,Media_Only,Chemical_A+B,OK,153.159,180.698,0.06695,0.139881,no
XLOC_002357,"NM_001097590,NM_001265601,NM_006414,NM_183005",chr10:15137383-15146256,Media_Only,Chemical_A+B,OK,9.66652,11.4022,0.1022,0.193622,no
XLOC_018299,NM_198486,chr6:42847670-42854731,Media_Only,Chemical_A+B,OK,41.9253,49.4528,0.0551,0.119771,no
